show_id,type,title,director,cast,country,date_added,release_year,rating,genres,language,description,popularity,vote_count,vote_average,budget,revenue,poster_url,updated_type,duration_mins,content_rating
50135,Movie,Animals United,"Reinhard Klooss, Holger Tappe","Christoph Maria Herbst, Ralf Schmitz, Thomas Fritsch, Bastian Pastewka, Oliver Kalkofe",Germany,2010-10-07,2010,5.6,"Animation, Family, Comedy",de,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",12.737,326,5.6,0,0,https://image.tmdb.org/t/p/w500/duazVJGyqHZElK4DHUFPT6XF8jL.jpg,,,
52333,Movie,Astral City: A Spiritual Journey,Wagner de Assis,"Renato Prieto, Fernando Alves Pinto, Rosanne Mulholland, Inez Viana, Rodrigo dos Santos",Brazil,2010-09-03,2010,7.2,Drama,pt,"The selfish Dr. AndrÃ© Luiz dies and awakes in the limbo called ""Umbral"". After a painful period in the gruesome swamp, he is rescued and brought in a white light to ""Nosso Lar"" (meaning ""Our Home""). He finds a place of harmony, where people live in peace awaiting",12.636,216,7.2,12000000,0,https://image.tmdb.org/t/p/w500/aUsqP3347kkNIbcx05uglDIs5jb.jpg,movie,103,
117352,Movie,Crayon Shin-chan: Super-Dimension! The Storm Called My Bride,Akira Shigino,"Akiko Yajima, Rie Kugimiya, Chie Sato, Keiji Fujiwara, Mari Mashiba",Japan,2010-04-17,2010,7.8,"Animation, Comedy, Family",ja,"Shin-chan is approached by his time-traveling future bride-to-be Tamiko, who asks him to help save his adult self from the ruler of Neo Tokio.",12.621,58,7.8,0,12876220,https://image.tmdb.org/t/p/w500/zUoLr4wvk45t19HdrNWFGp0RtbG.jpg,,,
40080,Movie,The Cutting Edge: Fire & Ice,Stephen Herek,"Francia RaÃ­sa, Brendan Fehr, Russell Yuen, Zhenhu Han, Stephen Amell","Canada, United States of America",2010-03-14,2010,6.5,"Romance, Drama",en,"After her partner's career-ending injury, a former figure skater shifts gears to become an instructor. Later, she finds the strength to return to competitive skating by partnering with an unconventional and notorious speed skater.",12.616,147,6.5,0,0,https://image.tmdb.org/t/p/w500/iHhTXggQ1umVRvzeSGrOlZ9qFX7.jpg,movie,90,
8952,Movie,I Love You Phillip Morris,"John Requa, Glenn Ficarra","Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro, Brennan Brown","France, United States of America",2010-02-04,2010,6.4,"Comedy, Crime, Drama, Romance",en,"Steven Russell leads a seemingly average life â€“ an organ player in the local church, happily married to Debbie, and a member of the local police force. That is until he has a severe car accident that leads him to the ultimate epiphany: heâ€™s gay and heâ€™s going to live life to the fullest â€“ even if he has to break the law to do it. Taking on an extravagant lifestyle, Steven turns to cons and fraud to make ends meet and is eventually sent to the State Penitentiary where he meets the love of his life, a sensitive, soft-spoken man named Phillip Morris. His devotion to freeing Phillip from jail and building the perfect life together prompts him to attempt (and often succeed at) one impossible con after another.",12.571,1664,6.4,13000000,20768906,https://image.tmdb.org/t/p/w500/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg,,,
101669,Movie,Mother's Day,Darren Lynn Bousman,"Rebecca De Mornay, Jaime King, Frank Grillo, Patrick John Flueger, Warren Kole",United States of America,2010-09-23,2010,6.505,"Thriller, Crime, Horror",en,Crazed members of a sadistic family return to their childhood home to terrorize the new owners.,12.557,429,6.505,11000000,863000,https://image.tmdb.org/t/p/w500/AvGTqWgDjQ0TwDkApFMAA1BxJOD.jpg,,,
36956,Movie,Come Undone,Silvio Soldini,"Alba Rohrwacher, Pierfrancesco Favino, Giuseppe Battiston, Teresa Saponangelo, Monica Nappo","Italy, Switzerland",2010-04-30,2010,6.0,"Drama, Romance",it,"Anna is an accountant for an important insurance firm and lives with her longterm lover Alessio - a man who longs for a stable longterm relationship with children, home, etc. Anna, feeling as though the fire has fizzled in that relationship takes up with co-worker Domenico and the two begin a passionate affair.",12.555,170,6.0,0,0,https://image.tmdb.org/t/p/w500/7yxCUZBxIVOG8CEZ8O9zW4u9Fju.jpg,movie,121,
38303,Movie,You Again,Andy Fickman,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable, Victor Garber",United States of America,2010-09-23,2010,6.281,"Comedy, Romance",en,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",12.44,1245,6.281,20000000,32054369,https://image.tmdb.org/t/p/w500/wdR2jPNKbpFhajAB6tZttdUOFcF.jpg,tv,30,
59468,Movie,The Way,Emilio Estevez,"Martin Sheen, Emilio Estevez, Deborah Kara Unger, Yorick van Wageningen, James Nesbitt","Spain, United States of America",2010-09-10,2010,7.1,"Adventure, Comedy, Drama",en,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged childâ€™s life, he decides to complete the 500-mile mountain trek to Spain. Tom soon joins up with other travelers and realizes theyâ€™re all searching for something.",12.269,579,7.1,0,13900000,https://image.tmdb.org/t/p/w500/w2rFdQkoo3UwphZKH4PbgV7KfFM.jpg,movie,14,
38073,Movie,Going the Distance,Nanette Burstein,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis, Christina Applegate",United States of America,2010-08-27,2010,6.1,"Comedy, Drama, Romance",en,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",12.269,727,6.1,32000000,42045846,https://image.tmdb.org/t/p/w500/shmF571Ph6U5E03ahuuzOPi6rl9.jpg,movie,93,R
48034,Movie,Little White Lies,Guillaume Canet,"FranÃ§ois Cluzet, Marion Cotillard, BenoÃ®t Magimel, Gilles Lellouche, Jean Dujardin",France,2010-10-20,2010,7.107,"Comedy, Drama",fr,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",12.242,1565,7.107,25000000,48531470,https://image.tmdb.org/t/p/w500/6mo4te63PZ7ESamZc9iT525vdX4.jpg,movie,35,
38368,Movie,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,"Thanapat Saisaymar, Jenjira Pongpas, Sakda Kaewbuadee, Natthakarn Aphaiwonk, Geerasak Kulhong","France, Germany, Spain, Thailand, United Kingdom, United States of America",2010-06-25,2010,6.7,"Drama, Fantasy",th,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop caveâ€”the birthplace of his first life.",12.22,369,6.7,0,0,https://image.tmdb.org/t/p/w500/iZinYNVaBLg3pj4e8IXwvfXAtrI.jpg,,,
44982,Movie,13,Gela Babluani,"Sam Riley, Jason Statham, Mickey Rourke, Ray Winstone, 50 Cent",United States of America,2010-03-12,2010,5.8,"Drama, Thriller",en,"A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",12.177,819,5.8,0,3317662,https://image.tmdb.org/t/p/w500/yIYmVblklXRYeymy2VPOYVz9DRH.jpg,tv,,
38778,Movie,Dinner for Schmucks,Jay Roach,"Paul Rudd, Steve Carell, Stephanie Szostak, Jemaine Clement, Zach Galifianakis",United States of America,2010-07-30,2010,5.7,Comedy,en,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",12.162,1794,5.7,69000000,86387857,https://image.tmdb.org/t/p/w500/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,movie,114,PG-13
23830,Movie,Last Night,Massy Tadjedin,"Keira Knightley, Sam Worthington, Eva Mendes, Guillaume Canet, Griffin Dunne","France, United States of America",2010-11-05,2010,6.115,"Drama, Romance",en,"Michael and Joanna are a young and successful married couple who appear to have it all. But when Michael finds himself alone on a business trip with an attractive new colleague and Joanna encounters the other great love of her life, each is thrust into an evening of temptation.",12.137,762,6.115,7000000,7644937,https://image.tmdb.org/t/p/w500/ycBwDgJJ40dTE52fWBliqQKFD43.jpg,,,
74658,Movie,Winx Club - Magic Adventure,Iginio Straffi,"Letizia Ciampa, Perla Liberatori, Ilaria Latini, Gemma Donati, Emiliano Coltorti",Italy,2010-10-29,2010,7.3,"Animation, Family",it,"School for fairies Alfea celebrates the inauguration of the new school year when the party is interrupted by Icy, Darcy and Stormy, the perfidious Trix. The Winx without Bloom, are forced to remedy the confusion created by the witches who, having ruined the party, steal a powerful and mysterious object. Meanwhile, Bloom is on Domino, which is experiencing the best moments of his new life as a princess. He finally found his parents and Sky asks her to marry him. But not all gold that glitters, the three Witches are Ancestors in fact come back to haunt Stella, Aisha, Tecna, Musa, Flora and Bloom. Moreover, Erendor, Sky's father, forbids his son to marry the princess of Domino. A dark secret lies in the realm of Eraklyon and now that Sky, the legitimate ruler of the kingdom, as known.",12.124,121,7.3,0,0,https://image.tmdb.org/t/p/w500/6P1Z0voZehYFDRNHigG2XAelKVa.jpg,,,
57361,Movie,The Yellow Sea,Na Hong-jin,"Ha Jung-woo, Kim Yun-seok, Cho Seong-ha, Lee Cheol-min, Kwak Do-won",South Korea,2010-12-22,2010,7.3,"Drama, Thriller, Crime",ko,"A Korean man in China takes an assassination job in South Korea to make money and find his missing wife. But when the job is botched, he is forced to go on the run from the police and the gangsters who paid him.",12.096,509,7.3,0,0,https://image.tmdb.org/t/p/w500/16Pkg2ChCdACbBKVIAPAZtLL6eb.jpg,,,
43263,Movie,Jesse Stone: No Remorse,Robert Harmon,"Tom Selleck, Kathy Baker, Kohl Sudduth, Stephen McHattie, Krista Allen",United States of America,2010-05-09,2010,6.8,"Drama, Thriller, Crime, Mystery",en,"Police Chief Jesse Stone, who was suspended by the Paradise, Mass. Town Council, begins moonlighting for his friend, State Homicide Commander Healy, by investigating a series of murders in Boston, leaving Rose and Suitcase to handle a crime spree in Paradise on their own. Jesse pours his energy into his work in an effort to push away his twin demons: booze and women. When his investigation leads to notorious mob boss Gino Fish, Jesse's pursuit becomes hazardous.",12.085,93,6.8,0,0,https://image.tmdb.org/t/p/w500/tcqnCLdPigSFlZzsug3Mwmx8qLC.jpg,,,
44147,Movie,Wild Target,Jonathan Lynn,"Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett, Eileen Atkins","France, United Kingdom",2010-06-17,2010,6.4,"Action, Comedy",en,"Victor Maynard is a middle-aged, solitary assassin who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims. After sparing her life, he unexpectedly acquires a young apprentice. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client.",12.018,718,6.4,8000000,3453043,https://image.tmdb.org/t/p/w500/A0MgkrzZxAnx3ZU98ysbV6R2SEx.jpg,,,
33473,Movie,Stomp the Yard 2: Homecoming,Rob Hardy,"Kiely Williams, Tika Sumpter, Stephen 'tWitch' Boss, Collins Pennie, Columbus Short",United States of America,2010-10-10,2010,5.5,"Drama, Music",en,"Chance Harris looks to find a balance between his school, work, relationships and opportunity to perform at the nationally televised step competition during homecoming weekend at Truth University.",12.013,104,5.5,0,0,https://image.tmdb.org/t/p/w500/ttwEygvi7j1TNhDTvfBROEHtHEY.jpg,,,
37905,Movie,The Horde,"Yannick Dahan, Benjamin Rocher","Claude Perron, Jean-Pierre Martins, Ã‰riq Ebouaney, AurÃ©lien Recoing, Doudou Masta","France, United States of America",2010-02-10,2010,5.927,"Action, Horror, Thriller",fr,"A bunch of crooked cops raid a ruined building located in an impoverished suburb of Paris, determined to furiously avenge the death of one of them, murdered by the ruthless criminal gang hidden on top of the dark labyrinth that will become a deathly trap when the living, unexpectedly turned into the undead by a mysterious plague, begin to devour the world.",11.96,467,5.927,3100000,0,https://image.tmdb.org/t/p/w500/mHjXFWi5WnW2idcsOUC0zfAXvQd.jpg,,,
41505,Movie,6 Souls,"BjÃ¶rn Stein, MÃ¥ns MÃ¥rlind","Julianne Moore, Jonathan Rhys Meyers, Jeffrey DeMunn, Frances Conroy, Nate Corddry",United States of America,2010-03-27,2010,6.1,"Horror, Mystery, Thriller",en,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,11.89,709,6.1,22000000,851517,https://image.tmdb.org/t/p/w500/q9LsEYMMMlFKZTzSGmoQnKh57WD.jpg,movie,112,R
70000,Movie,Horny House of Horror,Jun Tsugita,"Saori Hara, Asami, Suzuki Mint, Yuya Ishikawa, Demo Tanaka",Japan,2010-12-03,2010,4.7,"Horror, Comedy",ja,"Nakazu, Uno and Toshidaâ€¦three drunk buddies on their way home from a baseball game who decide it would be a great idea to visit Shogun, a notorious brothel in a nondescript area of suburban Japan. New to the world of â€œlove hotelsâ€, Nakazu is uneasy as he steps into this strange place, wracked with guilt over his new fiancÃ©e. As his two friends select women and disappear into the doors of the love hotel, Nakazu hears the tortured screams and begins a bloody battle with the women of the HORNY HOUSE OF HORROR!",11.813,33,4.7,0,0,https://image.tmdb.org/t/p/w500/s3dIrnzZUyHSLqmvfkPMs87HvRW.jpg,,,
47904,Movie,Outside the Law,Rachid Bouchareb,"Jamel Debbouze, Roschdy Zem, Sami Bouajila, Chafia Boudraa, Bernard Blancan","Algeria, Belgium, France, Italy, Tunisia",2010-09-21,2010,6.6,"Action, Drama, History, War",fr,"After losing their family home in Algeria in the 1920s, three brothers and their mother are scattered across the globe. Messaoud joins the French army fighting in Indochina; Abdelkader becomes a leader of the Algerian independence movement in France and SaÃ¯d moves to Paris to make his fortune in the shady clubs and boxing halls of Pigalle.",11.803,194,6.6,30000000,3470487,https://image.tmdb.org/t/p/w500/w9UkU0KQedyyTqUZUFmwOcsBlrI.jpg,,,
43931,Movie,My Soul to Take,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey, Nick Lashaway",United States of America,2010-10-08,2010,5.5,"Horror, Mystery",en,"On the day the Riverton Ripper vanished without a trace, seven children were born. Today, they're all turning 16... and turning up dead.",11.799,519,5.5,25000000,21500813,https://image.tmdb.org/t/p/w500/eVEvgCQpm5e3OqyS1wbr8MvhokI.jpg,,,
51072,Movie,Beautiful Lies,Pierre Salvadori,"Audrey Tautou, Sami Bouajila, Nathalie Baye, StÃ©phanie Lagarde, Judith Chemla",France,2010-12-08,2010,6.066,"Comedy, Romance",fr,A hairdresser forwards a passionate love letter to her widowed mother.,11.768,152,6.066,0,0,https://image.tmdb.org/t/p/w500/iY5nyWw5MZVbWaWDJ34GKE2zHGE.jpg,tv,,
37048,Movie,Mobile Suit Gundam 00 The Movie: -A Wakening of the Trailblazer-,Seiji Mizushima,"Mamoru Miyano, Shin-ichiro Miki, Hiroyuki Yoshino, Hiroshi Kamiya, Ryo Katsuji",Japan,2010-09-18,2010,6.3,"Action, Animation, Drama, Science Fiction, War",ja,"The year is 2314 AD, two years have passed since the defeat of the Innovades and the exposure of the A-Laws' crimes against humanity. The A-Laws have been abolished and their infrastructure integrated into the Earth Sphere Federation Army. However, the world's exposure to GN Particles has resulted in many people awakening as True Innovators. Celestial Being has returned to the shadows to rebuild and quietly observe the infantile peace. However, an abandoned probe from an expedition to Jupiter 130 years ago approaches Earth bringing a new crisis with it, one that threatens all of mankind. While Celestial Being begins their final mission to save humanity from an unimaginable threat, Gundam Meister Setsuna F. Seiei is about to discover the true purpose of his evolution as an Innovator. Aeolia Schenberg's plan has moved into its final stage...",11.755,31,6.3,0,0,https://image.tmdb.org/t/p/w500/pGfKtbinKYzsfwVVTF628nQtVL8.jpg,,,
52015,Movie,Stake Land,Jim Mickle,"Connor Paolo, Nick Damici, Danielle Harris, Kelly McGillis, Gregory Jones",United States of America,2010-09-30,2010,6.2,"Drama, Horror, Science Fiction",en,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.",11.743,800,6.2,650000,33245,https://image.tmdb.org/t/p/w500/q5Cq3svR0XPEb9VkVBHPowT1Bxf.jpg,,,
33427,Movie,LEGO: The Adventures of Clutch Powers,Howard E. Baker,"Ryan McPartlin, Paul Michael Glaser, Roger Rose, Jeff Bennett, Gregg Berger",United States of America,2010-05-28,2010,5.8,"Action, Adventure, Animation, Family",is,Clutch Powers ventures on a mission assigned to him by his boss to solve the chaos that occurred on the Space Police prison planet.,11.719,100,5.8,0,69229,https://image.tmdb.org/t/p/w500/sa9UQfzagl6VjSwkoknZcqfeWQE.jpg,,,
38843,Movie,Ramona and Beezus,Elizabeth Allen Rosenbaum,"Joey King, Selena Gomez, John Corbett, Bridget Moynahan, Ginnifer Goodwin",United States of America,2010-07-23,2010,6.5,"Comedy, Family",en,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",11.688,755,6.5,15000000,27293743,https://image.tmdb.org/t/p/w500/bW1YWFyocIY8DDgwOUroZG2FYNe.jpg,,,
57703,Movie,Norwegian Wood,Tráº§n Anh HÃ¹ng,"Kenichi Matsuyama, Rinko Kikuchi, Kiko Mizuhara, Reika Kirishima, Eriko Hatsune","Japan, Netherlands",2010-09-30,2010,6.3,"Drama, Romance",ja,"Toru recalls his life in the 1960s, when his friend Kizuki killed himself and he grew close to Naoko, Kizuki's girlfriend, and another woman, the outgoing, lively Midori.",11.627,213,6.3,0,17636261,https://image.tmdb.org/t/p/w500/cnTbsvghYlN8B3vhhxPOezimOGQ.jpg,,,
38961,Movie,Tamara Drewe,Stephen Frears,"Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper, Jessica Barden",United Kingdom,2010-07-14,2010,5.9,"Comedy, Romance",en,"A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.",11.598,448,5.9,0,12037973,https://image.tmdb.org/t/p/w500/z7EOfHUR95rEFMQmvhxLyuUdaRD.jpg,,,
45556,Movie,Arctic Blast,Brian Trenchard-Smith,"Michael Shanks, Alexandra Davies, Saskia Hampele, Bruce Davison, Indiana Evans","Canada, Australia",2010-08-04,2010,5.7,"Science Fiction, Action",en,"When a solar eclipse sends a colossal blast of super chilled air towards the earth, it then sets off a catastrophic chain of events that threatens to engulf the world in ice and begin a new Ice Age.",11.582,188,5.7,5000000,0,https://image.tmdb.org/t/p/w500/54JrDQq3ISxwTAHz0yfbFNhBC7f.jpg,movie,92,
34179,Movie,14 Blades,Daniel Lee,"Donnie Yen Chi-Tan, Zhao Wei, Wu Chun, Sammo Hung Kam-Bo, Kate Tsui Tsz-Shan","Hong Kong, China, Singapore",2010-02-04,2010,6.3,"Drama, Action, Thriller",zh,"Commander Qinglong is the loyal leader of the assassin group that serves the emperor. But when his allies plan a rebellion against the ruler, he finds himself in danger.",11.469,196,6.3,20000000,0,https://image.tmdb.org/t/p/w500/y1VWOEN0UXFiSgCNvWO3lQuzLx.jpg,,,
44129,Movie,The Company Men,John Wells,"Ben Affleck, Tommy Lee Jones, Chris Cooper, Kevin Costner, Maria Bello",United States of America,2010-10-21,2010,6.5,Drama,en,"Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.",11.394,734,6.5,15000000,4882577,https://image.tmdb.org/t/p/w500/tKX6E1nOf4vZN903YbkjQe7x1fv.jpg,,,
59457,Movie,Womb,Benedek Fliegauf,"Eva Green, Matt Smith, Lesley Manville, Peter Wight, IstvÃ¡n LÃ©nÃ¡rt","Germany, France, Hungary",2010-07-15,2010,6.0,"Romance, Science Fiction",en,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",11.351,355,6.0,3100000,0,https://image.tmdb.org/t/p/w500/zBE92M3VtyubvjLdNq3u4mPOeUL.jpg,,,
46441,Movie,Mirrors 2,VÃ­ctor GarcÃ­a,"Nick Stahl, William Katt, Emmanuelle Vaugier, Lawrence Turner, Christy Carlson Romano",United States of America,2010-10-18,2010,5.5,"Horror, Mystery, Fantasy",en,"When Max, who is recovering from a traumatic accident, takes a job as a nighttime security guard, he begins to see visions of a young mysterious woman in the store's mirror.",11.313,411,5.5,0,0,https://image.tmdb.org/t/p/w500/gDr5TaM129kUNwXkUUZ7Cha2CNn.jpg,,,
46713,Movie,Hunt to Kill,Keoni Waxman,"Steven Anderson, Eric Roberts, Emilie Ullerup, Marie Avgeropoulos, Gil Bellows","Canada, United States of America",2010-10-11,2010,5.592,"Action, Adventure, Thriller",en,"U.S. Border Patrol agent Jim Rhodes is a tough divorcÃ©e mourning the loss of his murdered partner while struggling to raise his rebellious daughter in the mountains of Montana. But when a crew of trigger-happy fugitives takes Rhodes and his daughter hostage, the rugged wilderness will explode in all-terrain vengeance. Is there any wounded animal more dangerous than a lawman left for dead?",11.199,136,5.592,2300000,0,https://image.tmdb.org/t/p/w500/7o8O0Cfi8S5XHZfwfSQ0c2mH0uM.jpg,,,
27583,Movie,Greenberg,Noah Baumbach,"Ben Stiller, Greta Gerwig, Rhys Ifans, Jennifer Jason Leigh, Mark Duplass",United States of America,2010-03-26,2010,5.9,"Comedy, Drama, Romance",en,"A New Yorker moves to Los Angeles in order to figure out his life while he housesits for his brother, and he soon sparks with his brother's assistant.",11.14,571,5.9,0,6344112,https://image.tmdb.org/t/p/w500/jAsN4vPpycVxC89QlA6NYBXRuK7.jpg,,,
35138,Movie,Little Big Soldier,Ding Sheng,"Jackie Chan, Leehom Wang, Steve Yoo, Lin Peng, Yuming Du","China, Hong Kong",2010-02-14,2010,6.9,"Action, Comedy, Adventure",zh,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five acres of land, and most importantly, honorable discharge from the army.",11.08,311,6.9,25000000,0,https://image.tmdb.org/t/p/w500/uCSQnopQPIw58RKTfzoRYxq9It5.jpg,,,
38093,Movie,Just Wright,Sanaa Hamri,"Queen Latifah, Common, Paula Patton, James Pickens Jr., Phylicia RashÄd",United States of America,2010-05-14,2010,6.6,"Romance, Comedy",en,"Physical therapist Leslie Wright lands the dream job of working with basketball superstar Scott McKnight, helping him recover from a career-threatening injury. All goes well and soon Leslie finds herself falling in love with him. Just as their friendship deepens, however, Scott focuses his attention back on his tenuous relationship with his ex-fiancÃ© Morgan, Leslie's gorgeous godsister, who would love to be the basketball player's trophy wife.",11.063,428,6.6,0,21520719,https://image.tmdb.org/t/p/w500/qx1SumoTQYtB9VyxQ7irlfE2e7L.jpg,movie,100,PG
66113,Movie,In Her Skin,Simone North,"Guy Pearce, Sam Neill, Miranda Otto, Ruth Bradley, Kate Bell",Australia,2010-05-13,2010,6.0,"Drama, Thriller",en,Tale of a 15-year-old Australian girl who went missing.,11.024,120,6.0,7000000,0,https://image.tmdb.org/t/p/w500/wK2A7ZIzF0zQx5AwLuWAF10nSj4.jpg,movie,107,R
41592,Movie,StreetDance 3D,"Max Giwa, Dania Pasquini","Nichola Burley, Richard Winsor, Ukweli Roach, Frank Harper, George Sampson",United Kingdom,2010-05-19,2010,6.5,"Music, Romance, Drama",en,"In order to win the Street Dance Championships, a dance crew is forced to work with ballet dancers from the Royal Dance School in exchange for rehearsal space.",11.017,408,6.5,5773100,18144030,https://image.tmdb.org/t/p/w500/oqWSenAtDQsWjMLVTMEDvcCtafU.jpg,,,
52505,Movie,The Other Woman,Don Roos,"Natalie Portman, Scott Cohen, Charlie Tahan, Lauren Ambrose, Lisa Kudrow",United States of America,2010-10-28,2010,6.2,Drama,en,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife.",10.896,392,6.2,30000000,1451343,https://image.tmdb.org/t/p/w500/vmoPF0jA7yeZfurhM4pHu3Bid8U.jpg,,,
41201,Movie,The Illusionist,Sylvain Chomet,"Jean-Claude Donda, Eilidh Rankin, Didier Gustin, Jil Aigrot, Jacques Tati","France, United Kingdom",2010-06-16,2010,7.2,"Animation, Drama",fr,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,10.871,620,7.2,18000000,6007194,https://image.tmdb.org/t/p/w500/1O9jUvqkHaGBMVRyOJz1AlkmALW.jpg,,,
39522,Movie,Mega Piranha,"Eric Forsberg, Stuart Gillard","Paul Logan, Tiffany, Barry Williams, David Labiosa, Jude Gerard Prest",United States of America,2010-04-10,2010,3.2,"Action, Adventure, Science Fiction",en,"When a science experiment goes horribly wrong, gigantic fish gain appetites for human flesh.",10.866,152,3.2,3000000,0,https://image.tmdb.org/t/p/w500/vZB82Iqg28c5UxY3maGg1gGr3yF.jpg,movie,92,R
43920,Movie,Dog Pound,Kim Chapiron,"Adam Butcher, Shane Kippel, Mateo Morales, Taylor Poulin, Slim Twig","Canada, France, United Kingdom",2010-04-24,2010,7.2,Drama,en,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,10.861,370,7.2,0,430041,https://image.tmdb.org/t/p/w500/gp2ZbLAH1mlcGHoM1c8Bo2t13JI.jpg,,,
148608,Movie,Moon Mater,Rob Gibbs,"Larry the Cable Guy, Keith Ferguson, Josh Cooley, Elissa Knight, Lindsey Collins",United States of America,2010-11-02,2010,6.3,"Animation, Comedy",en,"Mater is the first tow truck on the moon! When an auto-naut gets stranded on his lunar mission, it's up to Mater to venture into space and tow him back to Earth (with a little help from his friend Lightning McQueen, of course).",10.84,93,6.3,0,0,https://image.tmdb.org/t/p/w500/d4du70hEkq5nBznMcW89BxDY2Zb.jpg,movie,4,
41211,Movie,Heartbreaker,Pascal Chaumeil,"Romain Duris, Vanessa Paradis, Julie Ferrier, FranÃ§ois Damiens, Andrew Lincoln","France, United States of America",2010-03-17,2010,6.6,"Romance, Comedy",fr,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,10.822,1350,6.6,8700000,47355187,https://image.tmdb.org/t/p/w500/cidJexaEj60OA57oyVAUXnmePe.jpg,,,
609197,Movie,"Naruto, the Genie, and the Three Wishes, Believe It!",Takashi Ikehata,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Showtaro Morikubo",Japan,2010-07-31,2010,7.4,"Animation, Action, Comedy",ja,"Naruto discovers a genie's bottle while he and the gang are at a genin grill party. When everyone finds out about the genie's ability to grant wishes, the ultimate chase begins.",10.784,51,7.4,0,0,https://image.tmdb.org/t/p/w500/mrtdE8Uqx39Pq9d24e9Geq1mzuy.jpg,,,
